发文时间,用户名,博文,评论数,转发数,点赞数
2020-10-14 14:40:00,安阳市第二十五中学,刑事责任年龄拟调整：12至14岁故意杀人等犯罪或将负刑责。 ​​​@安阳市教育局 ​,1.0,0.0,1.0
2020-10-14 14:55:00,我对道品德人最尊敬,重磅！刑事责任年龄拟调整：12至14岁故意杀人等犯罪或将负刑责 O重磅！刑事责任年龄拟调整：12至14岁故意杀人等犯罪或将负刑责 ​,0.0,0.0,0.0
2020-10-14 15:30:00,一部,【刑事责任年龄拟调整 #律师称13岁男孩杀女童案可能重判#】昨日，刑事修正案草案拟对法定最低刑事责任年龄作下调。1年前，大连发生一起13岁少年杀女童案，因未达到法定刑事责任年龄，警方依法不予追究刑事责任。律师称，如果此法生效，此案很可能会重判。此前，嫌疑人父母一直未执行法院判决。今年9月10日，法院代替嫌疑人家属通过电话念道歉信，但女孩父母至今未看到信件，也未得到当面道歉赔偿。#微博纪录片联盟# L正面FACE的微博视频 收起全文d,0.0,0.0,1.0
2020-10-14 15:41:00,凤凰网房产杭州站,【刑事责任年龄拟调整 #律师称13岁男孩杀女童案可能重判#】10月12日，刑事修正案草案二审，拟对法定最低刑事责任年龄作下调。1年前，大连发生一起13岁少年杀女童案，因未达到法定刑事责任年龄，警方依法不予追究刑事责任。律师称，如果此法正式生效，此案很大概率会重判。此前，男孩父母一直未执行法院判决。时隔1年后，9月10日，法院代替嫌疑人家属通过电话念道歉信，但女孩父母至今未看到信件，也未得到当面道歉赔偿。L正面FACE的微博视频 收起全文d,0.0,0.0,0.0
2020-10-14 16:34:00,晏翎律师,#律师称大连13岁行凶男孩可能重判#我国刑法不溯及既往，就是说，已经实施的行为，只能按照实施时的刑法规定进行处理，对行为人适用刑罚的原则是“从旧皆从轻”，即适用原来的法律规定，同时适用处罚减轻的规定。据此，即使刑法修改后，#12至14岁故意杀人等犯罪或将负刑责# ，大连13岁行凶男孩也不会被追究刑事责任，因为刑法规定的刑事责任年龄是指实施犯罪行为时的年龄，对大连13岁行凶男孩，只能适用之前的刑法规定，而不适用修改后的刑法规定。@微博法律 收起全文d,4.0,0.0,2.0
2020-10-14 17:30:00,首都科普,重磅！【刑事责任年龄拟调整：#12至14岁故意杀人等犯罪或将负刑责#】10月13日提请全国人大常委会审议的刑法草案二次审议稿对法定最低刑事责任年龄作个别下调，满12周岁未满14周岁犯故意杀人罪等情节恶劣的，应负刑事责任；同时，草案还增加了特殊职责人员性侵犯罪，对负有监护、收养等特殊职责人员，与已满14周岁不满16周岁未成年女性发生性关系的，不论未成年人是否同意，都应追究刑事责任。刑责年龄下调、性同意年龄上调，无不是在修补法律漏洞，在对未成年人的保护与惩罚之间寻求平衡。对此，你支持吗？ 收起全文d,0.0,0.0,0.0
2020-10-14 18:56:00,王玉琴律师,发布了头条文章：《“小恶魔”杀人将不再免刑了！|王玉琴律师》 #我国修法拟调整法定最低刑事责任年龄# #是否应降低未成年人刑事责任年龄# #建议下调刑事责任年龄#  O“小恶魔”杀人将不再免刑了！|王玉琴律师 ​,1.0,2.0,3.0
2020-10-14 19:48:00,马浩才,#罗翔呼吁降低刑事责任年龄##建设银行存款风险有多大？#O网页链接 ​,0.0,0.0,0.0
2020-10-14 20:40:00,willIknow,//@郭玉洁 :草案中刑责年龄下调、性同意年龄上调，挺不可思议的。如一条评论所说：人到底几岁拥有“主体性”啊？12-16岁，要承担刑事责任，但没有性自主能力？这种法条在实践中，必定是一塌糊涂。,0.0,0.0,0.0
2020-10-14 21:10:00,爱情味,是不是可以考虑增加一条阀值限制，只要过了阀值，可以不问年龄定罪。,0.0,4.0,6.0
2020-10-14 21:48:00,溧阳新闻资讯,【重磅！12至14岁故意杀人等犯罪或将负刑责】刑法修正案（十一）草案二审稿13日提请全国人大常委会会议审议，拟在特定情形下，经特别程序，对法定最低刑事责任年龄作个别下调。草案规定，已满12周岁不满14周岁的人，犯故意杀人、故意伤害罪，致人死亡，情节恶劣的，经最高人民检察院核 O重磅！12至14岁故意杀人等犯罪或将负刑责 收起全文d,0.0,1.0,0.0
2020-10-14 22:55:00,轶夫当观,轶夫当观#12至14岁故意杀人等犯罪或将负刑责# 刑事责任年龄调整为什么是12岁？降低刑事责任年龄后，未成年人犯罪该怎么处罚？能判死刑吗？为什么要降到12岁而不是更低？降到12岁合理吗？降低刑事责任年龄又能否解决未成年人犯罪问题？#v光计划##微博x计划#  L谈典看法的微博视频 ​​​,0.0,0.0,0.0
2020-10-15 02:31:00,农夫与诗人,刑事责任年龄拟调整，12至14岁故意杀人等犯罪或将负刑责！这个调整很好啊～ ​,0.0,0.0,0.0
2020-10-15 06:37:00,傲慢的豆萌joo,刑事责任年龄拟调整，12至14岁故意杀人等犯罪或将负刑责！这个调整很好啊～ ​,0.0,0.0,0.0
2020-10-15 08:57:00,湘潭公安,#服务群众# 【失物寻回 女子写信感谢】10月11日17时，@岳塘公安 莲城步行街快警站接到一名女子到站求助称：其手机和身份证丢失，希望快警帮助寻回。经了解，其与朋友在某KTV唱歌时，将身份证和手机落在KTV，随后去寻未果，遂到站内求助。了解情况后，快警立刻带其去KTV了解情况，通过监控发现，其手机是其朋友拿错带走，身份证在该KTV原唱歌房间内沙发缝内找到。#我国修法拟调整法定最低刑事责任年龄# 收起全文d,2.0,0.0,1.0
2020-10-15 09:48:00,蒲江公安,【刑事责任年龄拟调整：#12至14岁故意杀人等犯罪或将负刑责#】刑法修正案（十一）草案二审稿13日提请全国人大常委会会议审议，拟在特定情形下，经特别程序，对法定最低刑事责任年龄作个别下调。草案规定，已满12周岁不满14周岁的人，犯故意杀人、故意伤害罪，致人死亡，情节恶劣的，经最高人民检察院核准，应当负刑事责任。同时，草案统筹考虑刑法修改和预防未成年人犯罪法修改相关问题，将收容教养修改为专门矫治教育。草案规定，因不满16周岁不予刑事处罚的，责令他的家长或者监护人加以管教；在必要的时候，依法进行专门矫治教育。 收起全文d,0.0,0.0,0.0
2020-10-15 11:27:00,趣你的法考,#我国修法拟调整法定最低刑事责任年龄##老蔡的脱口秀#  字幕版已满12周岁不满14周岁的未成年人或将承担刑事责。  L趣你的法考的微博视频 ​,2.0,23.0,28.0
2020-10-15 14:21:00,古蔺县融媒体中心,【12周岁！最低刑责年龄拟下调】编辑丨彭媛媛来源丨新华网今天，刑法修正案（十一）草案二审稿提请全国人大常委会会议审议，草案对最低刑事责任年龄、收容教养的规定作出修改，冒名顶替上大学拟写入刑法。12至14岁故意杀人等犯罪或将负刑责草案规定，拟在特定情形下，经特别程序，对法定最 O12周岁！最低刑责年龄拟下调 收起全文d,0.0,0.0,0.0
2020-10-15 16:01:00,游夏沫烟雨衡,力丢了面子了，我赔钱给你你，你不是就把面子找回来了么？”封哥说话的口气跟态度#晋鹏笑容# #我国修法拟调整法定最低刑事责任年龄# ​,0.0,0.0,0.0
2020-10-15 17:38:00,茂名商务微博,【刑事责任年龄拟调整：12至14岁故意杀人等犯罪或将负刑责】 O网页链接 ​,0.0,0.0,0.0
2020-10-15 20:33:00,雷鸣VO,#腾讯新闻# 刑事责任年龄拟调整：12至14岁故意杀人等犯罪或将负刑责O刑事责任年龄拟调整：12至14岁故意杀人等犯罪或将负刑责 来自@腾讯新闻 ​,0.0,0.0,0.0
2020-10-15 23:12:00,188bet金寳博网址rf90,“儿子，什么惊喜？”      傅云#德明向南#深刻意把声 #我国修法拟调整法定最低刑事责任年龄# ​,0.0,0.0,0.0
2020-10-17 09:23:00,游戏皇帝4,一声，便求助的看向他大哥。 　　哪曾想，他哥瞟了他一眼，就淡淡的继续布阵#昌燎盼菡#，让他顿时有种爹不亲娘不爱，哥嫌侄憎的凄凉感。 　　想他千辛万苦是为了 #我国修法拟调整法定最低刑事责任年龄# ​,0.0,0.0,0.0
2020-10-17 12:03:00,发怒714,更  　　殿内众人闻言，都气息微滞的看向道知观主#旭彬代梅#，后者也已命来报者进殿，取了传讯的细看下去。 　　等看完传讯，道知观主便直叙道，“是虚无界人士，被逐一斩杀的消息，想来是容少主下达的诛杀令？” 　　 #我国修法拟调整法定最低刑事责任年龄# ​,0.0,0.0,0.0
2020-10-17 15:56:00,-Jasmine_月半,和猪🐷讨论降低未成年刑事责任年龄降低的影响wx：“知道做的事是不对的，有了可责难性，那TA就应该为自己得行为负责” 我：“可能是TA不知道自己行为的后果的连带关系呢” (显然我是从一个文科生所关注的社会伦理道德去思考的)突然想起导师之前跟我说：“要转变思维方式，这样才能帮助你更好的学法” 2北京·西北旺 收起全文d,0.0,0.0,1.0
2020-10-17 20:00:00,吕益民的微博,“暂以监外执行”如修订为“暂停刑罚执行制度”，还是有其社会现实性的。还有（某些特殊类犯罪的）刑事责任年龄降低到12周岁，也是有其现实的需求性的。 ​,1.0,0.0,0.0
2020-10-18 05:19:00,用户6293802001,偏畸心智早熟社会问题    ——（闲聊）另类“天才”的社会危害…——    现在社会犯罪年龄明显趋低。    不得不引起社会注意，不满十四岁就能做出成年人的犯罪行为。若是将此看做游戏，似乎心智早熟的厉害？心智早熟，历来都是天才的标志。不可思议，低年龄犯重罪，原因究竟来自何方？值得社会格外关注。    有一个问题值得思考：    社会越来越推崇天才教育而天才教育的重点或关键在哪？其实就是拔苗助长偏畸心智早熟。    人的成熟是多元的。    但最主要的两个指标是生理和心理。    生理成熟相对稳定，与年龄接近直线关系。可是，心智成熟极为不稳定，受家庭教育及社会影响极大，产生不同与年龄曲线关系。心智成熟与年龄之间的曲线关系，每个孩子都不一样，并且差异很大。    早熟心智，很不完善，往往很偏畸。    再偏畸，无论好坏皆显得很有“天赋”。    假如把这些早熟心智者汇总分析，其实给社会带来的有一个共同特点就是负效应。    真正的天才，常常转折点恰好是在十四岁左右年龄，真正的大天才或许再晚点。应该有数据，凡事十四岁之前的天才，好的不多见。这又是什么问题？值得社会研究。    假设以孩子成长年龄X坐标轴，以孩子生理和心智成熟为Y坐标轴，再以行为效应为Z坐标轴，将会的出什么样的结论立体曲线？     可以推测，心智成熟过早则犯罪率更高。     依据这个假设，多问几个为什么。     恐怕更多原因是，偏畸心智早熟“天才”更具践行欲望之故？太重视践行欲望，又不足以理智思考而更容易做出出格行为？这或许就是恶性犯罪年龄降低根源所在！    那么，是什么导致孩子过早心智成熟？    这恐怕是个很复杂而值得社会研究问题？    三大原因不容忽视：    第一，社会科学技术发展。    第二，社会教育盲目提前。    第三，天才教育推崇。    现代社会，非常需要天才，天才是最低竞争成本基础。譬如，xxx几千万投入就能获得两位诺奖研究成果，给日后竞争铺垫了最低竞争成本基础。xxx只是其一，此社会已经有极大共识。    科技发展是社会必然趋势，过早盲目提前社会教育则无异于拔苗助长，推行天才教育或称精英教育是激烈竞争的必然追求。    这些似乎都无法阻止。    那恐怕只有一条路可选择：    孩子十四岁之前的心智成长教育管控。    社会投入研究，找寻最佳心智成熟曲线，严格控制心智成熟教育品质。只考虑用法律解决只是办法之一，而实质法律无异于饮鸩止渴。    恶性犯罪年龄降低，根源偏畸心智早熟。    心智早熟与社会发展、教育密切相关，心智偏畸早熟也是目前或未来现实必然结果。此问题，真值得社会重视来研究。    法律，如同镰刀，只会割除长高的草；割草刀茬压的再低则性质依旧，却无法控制草的繁茂与长高。因此降低刑事责任承担年龄，只能是治标不治本。    标本兼治，不得不研究综合管理方案！ 2西安 收起全文d,0.0,0.0,0.0
2020-10-18 09:20:00,离子态强制粘糖,//@Yellow--sir: 刑事责任年龄都下调到12岁了  你居然还呼吁给年轻人宽容，24了有完全行为能力了，她的所作所为有背于社会公序良俗和违反了国家法律,0.0,0.0,0.0
2020-10-18 14:27:00,幻巧鹏池15xdx,他还真看了啊？！ 　　“你还没告诉我，你看没看？”叶千璃纠结#昌燎盼菡#这个问题，一直纠结道到追着容墨回了屋里，她还正色的问。  　　☆、第148章 小鹿乱撞！紧张呐  　　而 #我国修法拟调整法定最低刑事责任年龄# ​,0.0,0.0,0.0
2020-10-18 20:13:00,昆明日报官微,刑事责任年龄拟调整：12至14岁故意杀人等犯罪或将负刑责#我国修法拟调整法定最低刑事责任年龄# L昆明日报掌上春城的微博视频 ​,0.0,1.0,1.0
2020-10-19 09:10:00,遂川公安,【#12至14岁故意杀人等犯罪或将负刑责#】刑法修正案（十一）草案二审稿13日提请全国人大常委会会议审议，拟在特定情形下，经特别程序，对法定最低刑事责任年龄作个别下调。草案规定，已满12周岁不满14周岁的人，犯故意杀人、故意伤害罪，致人死亡，情节恶劣的，经最高人民检察院核准，应当负刑事责任。同时，草案统筹考虑刑法修改和预防未成年人犯罪法修改相关问题，将收容教养修改为专门矫治教育。草案规定，因不满16周岁不予刑事处罚的，责令他的家长或者监护人加以管教；在必要的时候，依法进行专门矫治教育。 收起全文d,0.0,0.0,0.0
2020-10-19 10:57:00,青海高院,#不忘初心 牢记使命# 民和法院持续开展送法进校园活动      为不断深化普法教育，切实增强民和县广大师生的法治意识，努力营造校园“学法、懂法、守法”的良好氛围，继送法进民和二中之后，16日上午，民和县法院党组再次选派优秀法官前往民和一中，同公安等部门联合开展“送法进校园”活动。      庄严的升国旗仪式后，民和县法院四级高级法官、青海省妇联兼职副主席李静以《我的青春我做主》为题，结合发生在校园内的典型案例，从刑事责任年龄解读、犯罪离我们有多远、身边的犯罪、如何保护自己四个方面，为民和一中的3900余名师生上了一堂生动地法治课。      守法，法似一盏明灯；违法，法如一把利剑。她用一个个活生生的案例告诫大家，违法犯罪可能离学生十万八千里，也有可能只是一步之遥，最初的一点违反校规、校纪或者坏习惯，如果不改正，长期发展下去就有滑向违法犯罪的风险，希望中学生自觉抵制不良诱惑，用校纪校规和法律时刻规范自己的言行，学会控制自己的情绪和行为，慎重交友，不与社会闲杂人员交往，妥善解决同学间的矛盾。智者以法护身，愚人以身试法，如果在校内或者校外受到欺凌，不管是自己或者看到其他同学被欺凌，一定要及时告知老师、家长或公安机关，坚决不能助涨违反校纪校规，甚至违法犯罪人的嚣张气焰，学会用法律武器来保护自己和身边的人。 收起全文d,1.0,4.0,1.0
2020-10-19 15:48:00,荔波检察,"#检而言之#【""14岁以下""不再成为无法无天的理由】近年来，越来越多的低龄恶性犯罪案件呈现出成人化、专业化趋势，现实中""14岁以下不负刑事责任""甚至成为某些少年犯罪的借口。刑法修正案（十一）草案10月13日提请全国人大常委会二次审议，对法定最低刑事责任年龄作个别下调，#12至14岁故意杀人等犯罪或将负刑责#。""检""而言之，从公平角度讲，你戕害了别人的健康甚至生命，也理应失去自由，""14岁以下""不能成为无法无天的理由。 L检察日报的微博视频 收起全文d",0.0,0.0,0.0
2020-10-19 21:53:00,游夏沫烟雨衡,哪是男人应该做的事情啊。实在太丢人了，多恶心。我草他大爷的” 　　“你们几个小屁孩懂什么，还说的挺有#震博晓凡# #我国修法拟调整法定最低刑事责任年龄# ​,0.0,0.0,0.0
2020-10-20 14:04:00,天津交通广播,#天津爆料# 【#天津# 职业货车驾驶人因疲劳驾驶引发事故的情况突出】从公安交管部门了解到，今年第三季度发生在我市的死亡交通事故中，16年驾龄以上驾驶人肇事，特别是职业货车驾驶人因疲劳驾驶引发事故的情况突出。公安交管部门提示，应消除麻痹大意思想，自觉杜绝疲劳驾驶，预防和减少事故发生。公安交管部门对今年第三季度发生在我市的死亡交通事故分析发现，肇事驾驶人驾龄在16 年以上的交通事故起数和交通事故致死人数，分别占第三季度死亡交通事故总数的34.81%和36.05%。从肇事者年龄分布来看，年龄在40至50岁肇事驾驶人引发的死亡交通事故起数和交通事故致死人数，分别占第三季度死亡交通事故总数的59.3%和59.1%，在这些事故中，驾驶重型货车引发的事故起数和致死人数同比分别上升225%和230.77%。9月22日6时44分，驾龄24年的43岁的男子刘某，驾驶重型货车沿宝白公路由北向南行至2公里加400米处时，因打瞌睡导致车辆失控，追尾临时停靠在路边的另一辆重型货车，造成两车不同程度损坏、刘某受伤的交通事故。在本起交通事故中，刘某存在疲劳驾驶交通违法行为，承担事故全部责任，事故另一方驾驶人无责任。近日，驾龄16年的40岁的男子刘某，驾驶重型仓棚式货车沿京津塘高速公路行驶途中睡着，瞬间引发多车之间连续追尾的致人伤亡交通事故。案发当晚，刘某因涉嫌交通肇事罪被依法刑事拘留。公安交管部门调研发现，当前，物流行业普遍聘用有多年驾驶经验的驾驶人，而16年以上驾龄的驾驶人年龄多在40至50岁之间。由于长期从事高强度驾驶，这些高驾龄段驾驶人的健康状况堪忧，特别是后半夜连续长途驾驶时，极易出现疲劳驾驶现象，引发交通事故。对此，公安交管部门将在道路交通违法行为集中整治“铁拳”行动中，持续加强对重点运输企业、快递物流行业驾驶人的宣传教育和源头管理，充分利用高速公路现有科技设备，加强对货车安全行驶的管理工作。同时，公安交管部门也在对高驾龄货运车辆驾驶人不断加强交通安全宣传教育，努力使他们消除麻痹大意思想，筑牢安全驾驶意识，杜绝疲劳驾驶，预防和减少事故发生。据了解，《道路交通安全法》规定，过度疲劳影响安全驾驶的，不得驾驶机动车。根据《道路交通安全法实施条例》规定，不得连续驾驶机动车超过4小时未停车休息或者停车休息时间少于20分钟。公安交管部门提示广大驾驶人，驾车出行时，须按照相关法律规定，在保证驾驶期间休息时间的基础上，如后续行驶过程中感到困倦，应尽快至安全地带再次停车休息。如果是在高速公路上行车，应至临近服务区停车休息，待身体条件恢复后再继续安全驾车。在行车途中感觉到困倦时，无论之前是否休息过，都应立即采取措施，以消除潜在安全隐患。此外，建议在长途驾驶的情况下，同车尽量安排可替代驾驶的人员，最大限度确保安全行车。 收起全文d,0.0,0.0,0.0
2020-10-20 19:39:00,赛娜Sena,//@八大山债人:我也难接受。。。//@曾鹏宇:“当晚11点，13岁的蔡某某被抓获，4天后，他被判定收容教养3年，因未满14岁，不负刑事责任。 某种意义上，这件事似乎已经结束了。按照法律，蔡某某得到了他这个年龄可能得到的最重的惩罚。但这个结果让贺美玲无法接受。”……只要是个正常人都无法接受[,0.0,0.0,0.0
2020-10-20 19:39:00,林木木臻,。//@曾鹏宇:“当晚11点，13岁的蔡某某被抓获，4天后，他被判定收容教养3年，因未满14岁，不负刑事责任。 某种意义上，这件事似乎已经结束了。按照法律，蔡某某得到了他这个年龄可能得到的最重的惩罚。但这个结果让贺美玲无法接受。”……只要是个正常人都无法接受,0.0,0.0,0.0
2020-10-20 19:39:00,MSM_RGO,//@曾鹏宇:“当晚11点，13岁的蔡某某被抓获，4天后，他被判定收容教养3年，因未满14岁，不负刑事责任。 某种意义上，这件事似乎已经结束了。按照法律，蔡某某得到了他这个年龄可能得到的最重的惩罚。但这个结果让贺美玲无法接受。”……只要是个正常人都无法接受,0.0,0.0,0.0
2020-10-21 10:05:00,藍色2008HK-彩靈童,满12周岁犯故意杀人罪或将负刑责！刑法修正案（十一）草案将最低刑事责任年龄个别下调为十二岁>>O网页链接 满12周岁犯故意杀人罪或将负刑责！刑法修正案（十一）草案将最低刑事责任年龄个别下调为十二岁 ​,0.0,0.0,0.0
2020-10-21 20:54:00,卫华讲法,适当降低刑事责任年龄无可厚非，可是为何是最高检核准呢? 最高检核准的具体理由和证据是什么呢?最高检事先核准，是不是有失控辩平衡呢?这事怎么想都应该由最高法干，不知为何给了最高检?难道是因为检察院系统太闲了? ​,3.0,4.0,3.0
2020-10-23 20:36:00,长沙县人民检察院,【星检说——模拟法庭进校园，守护青春助成长】@湖南检察  @长沙检察  @文明长沙县 10月22日，在长沙县特立中学大礼堂，一场别开生面的模拟法庭正在公开“审理”。此次活动由共青团长沙县委、长沙县人民检察院、特立中学等多家单位共同组织，长沙县检察院“星检说”普法宣讲团具体指导和支持。11名初中生分别扮演审判员、公诉人、被告人、辩护人等角色，全校师生参与旁听庭审。“本院认为，被告人朱晶晶在公共场所随意殴打他人，其行为已构成寻衅滋事罪。”模拟法庭上，12岁的“公诉人”正在宣读起诉书，他的声音稚嫩却铿锵有力，身型虽小但正义凛然。在现场观摩的检察官唐双燕边看边称赞，“这个孩子有国家公诉人的范！”此次模拟法庭审理的案件改编至一起真实的校园欺凌案。在案例中，刚满16周岁的被告人朱晶晶是京州县第二中学在校女生。她因琐事对同学黄小妮进行辱骂殴打、逼迫其下跪，导致黄小妮构成轻伤，无法正常生活学习。“你有没有考虑过你的行为会造成什么样的后果？”“没有想过，就是为了寻求刺激，有面子。”庭审现场，“合议庭”对案件事实进行调查，控辨双方围绕案发原因、当事人刑事责任年龄等争议焦点展开辩论，充分发表了控辩意见，整个交锋过程精彩连连。经“法庭”审理，京州县人民法院以寻衅滋事罪依法判处被告人朱晶晶有期徒刑十一个月、缓刑一年六个月。观摩庭审的唐双燕检察官系本次模拟法庭的具体指导老师，也是长沙县检察院未成年人检察工作小组的组长，她结合多年从事未成年人刑事犯罪检察工作的经历，建议孩子们学会控制自己的情绪，学法、懂法、守法，遇到问题切勿逞强好胜，及时与老师、父母沟通。唐双燕还沉重地讲述了一起办理过的性侵案件，一个初中女生在等公交车时，被骗到附近的公园遭到侵犯。“如果有陌生人让你们去偏僻的地方，你们同意吗？”“不同意！”孩子们异口同声地说。她提醒大家在生活中务必要增强自我保护意识，远离伤害，健康成长。活动结束后，小小“公诉人”开心地表示参加模拟法庭令他收获满满，“今天通过客串公诉人，不仅学习到很多法律知识，也更加明白身为校园的一份子，应该坚决地对校园欺凌说‘不’。”近年来，由于学生心智发育尚未成熟，缺乏安全防范意识，导致校园欺凌等暴力现象频发，严重侵害了学生的身心健康。长沙县人民检察院“星检说”普法宣讲团深入中小学校开展预防性侵、防范校园暴力等法治讲座，着力提升未成年人防范意识，帮助构筑守法底线，积极推动形成保护未成年人安全网。 收起全文d,0.0,0.0,1.0
2020-10-24 18:27:00,用户7435299648,#法律#刑事责任年龄拟降低至12岁 刑事责任年龄拟降低至12岁#襄阳律师 #襄阳刑事辩护律师 #本地律师  O绿洲 2襄阳·拉美步行街 L用户7435299648的微博视频 ​,1.0,0.0,0.0
2020-10-24 23:52:00,把蜗牛当坐骑,我参与了////微博时评 发起的投票 【看法｜是否应该降低未成年人刑事责任年龄？】，我投给了“应该。时代不同，孩子心理成长早已不同以往”这个选项。10ARWRT24。也快来表态吧~ ​,0.0,0.0,0.0
2020-10-25 12:19:00,寒阳暖梅,"正义呐喊河南信阳制冤造案，构良知于囹圄，残害我十年维权，家败人亡！2011年11月25日上午，我因投诉浉河区房管中心下辖下的广安物业停水强迫交易无人管与之发生冲突，被信阳市公安局老城分局违法拘留（做假供，不给我体检，不通知我家人），造成我的独生女儿走失23天遭侵害！报案无人管，信访十个月后，2012年9月12日罗山公安局立案抓捕祸害我女儿的罪犯！但因为""信访问责制""和""信访一票否决制“影响到浉河区的政绩，信访责任官员为保乌纱帽，保他们任期的安全，两天后，浉河区房管中心，老城办事处，老城派出所即歪曲事实，诬告陷害我""没有理由，上访挣钱，敲诈勒索”，浉河区公检法罔顾事实，枉法裁判！他们沆瀣一气制造敲诈勒索冤案判我刑！2019年冤案昭雪，追责又遭信阳市公安局老城分局政委王明友#李长根卖官# 涉案人包庇他们的前任局长吕红星#李长根卖官# 受案人，浉河区检察院检察长吕钺包庇他们的前任检察长熊建中为首的诬告陷害，枉法裁判者！推诿至今一年多，以没有犯罪事实为由不立案！不监督！2014年6月31日，我和我母亲因为申冤敲诈勒索罪，被冤枉寻衅滋事罪抓捕关押判刑！我的申诉早于2019年12月25日交于河南信阳中级人民法院，但至今无果！信阳市中院徐大利在（2015）信刑终字第185号判决中，故意违背事实把我母亲田贵荣的年龄改大三岁，把我变成我母亲的监护人，指使者判决我寻衅滋事罪三年半，判决我母亲寻衅滋事罪二年，以至于我母亲不堪屈辱和摧残，耄耋之年为我申冤含冤入狱，含恨而亡！徐大利的行为涉嫌构成《刑法》第399条[枉法裁判罪]，请求追究其刑事责任！我对徐大利的控告于今年8月17日交给信市中院纪检吕某处，至今无果！我母亲今年5月13日去逝，我母亲的死亡待遇被平桥区社保局扣发！我的养老金于今年9月被浉河区社保停发！公平正义在哪里！O网页链接郭海玲☎️18137603061 收起全文d",1.0,0.0,0.0
2020-10-26 07:54:00,寒阳暖梅,"快手河南信阳制冤造案，构良知于囹圄，残害我十年维权，家败人亡！2011年11月25日上午，我因投诉浉河区房管中心下辖下的广安物业停水强迫交易无人管与之发生冲突，被信阳市公安局老城分局违法拘留（做假供，不给我体检，不通知我家人），造成我的独生女儿走失23天遭侵害！报案无人管，信访十个月后，2012年9月12日罗山公安局立案抓捕祸害我女儿的罪犯！但因为""信访问责制""和""信访一票否决制“影响到浉河区的政绩，信访责任官员为保乌纱帽，保他们任期的安全，两天后，浉河区房管中心，老城办事处，老城派出所即歪曲事实，诬告陷害我""没有理由，上访挣钱，敲诈勒索”，浉河区公检法罔顾事实，枉法裁判！他们沆瀣一气制造敲诈勒索冤案判我刑！2019年冤案昭雪，追责又遭信阳市公安局老城分局政委王明友#李长根卖官# 涉案人包庇他们的前任局长吕红星#李长根卖官# 受案人，浉河区检察院检察长吕钺包庇他们的前任检察长熊建中为首的诬告陷害，枉法裁判者！推诿至今一年多，以没有犯罪事实为由不立案！不监督！2014年6月31日，我和我母亲因为申冤敲诈勒索罪，被冤枉寻衅滋事罪抓捕关押判刑！我的申诉早于2019年12月25日交于河南信阳中级人民法院，但至今无果！信阳市中院徐大利在（2015）信刑终字第185号判决中，故意违背事实把我母亲田贵荣的年龄改大三岁，把我变成我母亲的监护人，指使者判决我寻衅滋事罪三年半，判决我母亲寻衅滋事罪二年，以至于我母亲不堪屈辱和摧残，耄耋之年为我申冤含冤入狱，含恨而亡！徐大利的行为涉嫌构成《刑法》第399条[枉法裁判罪]，请求追究其刑事责任！我对徐大利的控告于今年8月17日交给信阳市中院纪检吕某处，至今无果！我母亲今年5月13日去逝，我母亲的死亡待遇被平桥区社保局扣发！我的养老金于今年9月被浉河区社保停发！公平正义在哪里！O网页链接郭海玲☎️18137603061 收起全文d",0.0,0.0,0.0
